date,crop,location,market_price
2025-06-15,tomato,Nashik,3231
2025-06-16,tomato,Nashik,3184
2025-06-17,tomato,Nashik,3204
2025-06-18,tomato,Nashik,3170
2025-06-19,tomato,Nashik,3184
2025-06-20,tomato,Nashik,3190
2025-06-21,tomato,Nashik,3161
2025-06-22,tomato,Nashik,3076
2025-06-23,tomato,Nashik,3012
2025-06-24,tomato,Nashik,2957
2025-06-25,tomato,Nashik,2895
2025-06-26,tomato,Nashik,2916
2025-06-27,tomato,Nashik,3034
2025-06-28,tomato,Nashik,3000
2025-06-29,tomato,Nashik,2973
2025-06-30,tomato,Nashik,2935
2025-07-01,tomato,Nashik,2979
2025-07-02,tomato,Nashik,2999
2025-07-03,tomato,Nashik,2993
2025-07-04,tomato,Nashik,2919
2025-07-05,tomato,Nashik,2859
2025-07-06,tomato,Nashik,2864
2025-07-07,tomato,Nashik,2872
2025-07-08,tomato,Nashik,2866
2025-07-09,tomato,Nashik,2900
2025-07-10,tomato,Nashik,2825
2025-07-11,tomato,Nashik,2838
2025-07-12,tomato,Nashik,2847
2025-07-13,tomato,Nashik,2788
2025-07-14,tomato,Nashik,2748
2025-07-15,tomato,Nashik,2783
2025-07-16,tomato,Nashik,2713
2025-07-17,tomato,Nashik,2850
2025-07-18,tomato,Nashik,2878
2025-07-19,tomato,Nashik,2870
2025-07-20,tomato,Nashik,2851
2025-07-21,tomato,Nashik,2891
2025-07-22,tomato,Nashik,2863
2025-07-23,tomato,Nashik,2838
2025-07-24,tomato,Nashik,2917
2025-07-25,tomato,Nashik,2885
2025-07-26,tomato,Nashik,2889
2025-07-27,tomato,Nashik,2841
2025-07-28,tomato,Nashik,2851
2025-07-29,tomato,Nashik,2881
2025-07-30,tomato,Nashik,2973
2025-07-31,tomato,Nashik,2915
2025-08-01,tomato,Nashik,2828
2025-08-02,tomato,Nashik,2808
2025-08-03,tomato,Nashik,2769
2025-08-04,tomato,Nashik,2764
2025-08-05,tomato,Nashik,2790
2025-08-06,tomato,Nashik,2916
2025-08-07,tomato,Nashik,2887
2025-08-08,tomato,Nashik,2756
2025-08-09,tomato,Nashik,2738
2025-08-10,tomato,Nashik,2755
2025-08-11,tomato,Nashik,2696
2025-08-12,tomato,Nashik,2705
2025-08-13,tomato,Nashik,2710
2025-08-14,tomato,Nashik,2721
2025-08-15,tomato,Nashik,2763
2025-08-16,tomato,Nashik,2755
2025-08-17,tomato,Nashik,2783
2025-08-18,tomato,Nashik,2677
2025-08-19,tomato,Nashik,2618
2025-08-20,tomato,Nashik,2596
2025-08-21,tomato,Nashik,2535
2025-08-22,tomato,Nashik,2532
2025-08-23,tomato,Nashik,2510
2025-08-24,tomato,Nashik,2481
2025-08-25,tomato,Nashik,2529
2025-08-26,tomato,Nashik,2531
2025-08-27,tomato,Nashik,2466
2025-08-28,tomato,Nashik,2429
2025-08-29,tomato,Nashik,2470
2025-08-30,tomato,Nashik,2479
2025-08-31,tomato,Nashik,2545
2025-09-01,tomato,Nashik,2591
2025-09-02,tomato,Nashik,2567
2025-09-03,tomato,Nashik,2647
2025-09-04,tomato,Nashik,2732
2025-09-05,tomato,Nashik,2628
2025-09-06,tomato,Nashik,2628
2025-09-07,tomato,Nashik,2594
2025-09-08,tomato,Nashik,2578
2025-09-09,tomato,Nashik,2529
2025-09-10,tomato,Nashik,2473
2025-09-11,tomato,Nashik,2524
2025-09-12,tomato,Nashik,2455
2025-09-13,tomato,Nashik,2459
2025-09-14,tomato,Nashik,2380
2025-09-15,tomato,Nashik,2452
2025-09-16,tomato,Nashik,2453
2025-09-17,tomato,Nashik,2495
2025-09-18,tomato,Nashik,2505
2025-09-19,tomato,Nashik,2490
2025-09-20,tomato,Nashik,2493
2025-09-21,tomato,Nashik,2579
2025-09-22,tomato,Nashik,2526
2025-09-23,tomato,Nashik,2380
2025-09-24,tomato,Nashik,2334
2025-09-25,tomato,Nashik,2264
2025-09-26,tomato,Nashik,2320
2025-09-27,tomato,Nashik,2309
2025-09-28,tomato,Nashik,2357
2025-09-29,tomato,Nashik,2359
2025-09-30,tomato,Nashik,2359
2025-10-01,tomato,Nashik,2369
2025-10-02,tomato,Nashik,2454
2025-10-03,tomato,Nashik,2465
2025-10-04,tomato,Nashik,2529
2025-10-05,tomato,Nashik,2590
2025-10-06,tomato,Nashik,2581
2025-10-07,tomato,Nashik,2577
2025-10-08,tomato,Nashik,2556
2025-10-09,tomato,Nashik,2631
2025-10-10,tomato,Nashik,2578
2025-10-11,tomato,Nashik,2537
2025-10-12,tomato,Nashik,2522
2025-10-13,tomato,Nashik,2458
2025-10-14,tomato,Nashik,2425
2025-10-15,tomato,Nashik,2492
2025-10-16,tomato,Nashik,2530
2025-10-17,tomato,Nashik,2508
2025-10-18,tomato,Nashik,2556
2025-10-19,tomato,Nashik,2677
2025-10-20,tomato,Nashik,2696
2025-10-21,tomato,Nashik,2780
2025-10-22,tomato,Nashik,2831
2025-10-23,tomato,Nashik,2816
2025-10-24,tomato,Nashik,2829
2025-10-25,tomato,Nashik,2862
2025-10-26,tomato,Nashik,2821
2025-10-27,tomato,Nashik,2674
2025-10-28,tomato,Nashik,2628
2025-10-29,tomato,Nashik,2507
2025-10-30,tomato,Nashik,2466
2025-10-31,tomato,Nashik,2371
2025-11-01,tomato,Nashik,2424
2025-11-02,tomato,Nashik,2359
2025-11-03,tomato,Nashik,2393
2025-11-04,tomato,Nashik,2440
2025-11-05,tomato,Nashik,2483
2025-11-06,tomato,Nashik,2379
2025-11-07,tomato,Nashik,2446
2025-11-08,tomato,Nashik,2474
2025-11-09,tomato,Nashik,2523
2025-11-10,tomato,Nashik,2631
2025-11-11,tomato,Nashik,2680
2025-11-12,tomato,Nashik,2616
2025-11-13,tomato,Nashik,2657
2025-11-14,tomato,Nashik,2574
2025-11-15,tomato,Nashik,2574
2025-11-16,tomato,Nashik,2549
2025-11-17,tomato,Nashik,2553
2025-11-18,tomato,Nashik,2470
2025-11-19,tomato,Nashik,2394
2025-11-20,tomato,Nashik,2372
2025-11-21,tomato,Nashik,2364
2025-11-22,tomato,Nashik,2343
2025-11-23,tomato,Nashik,2430
2025-11-24,tomato,Nashik,2459
2025-11-25,tomato,Nashik,2486
2025-11-26,tomato,Nashik,2468
2025-11-27,tomato,Nashik,2393
2025-11-28,tomato,Nashik,2397
2025-11-29,tomato,Nashik,2505
2025-11-30,tomato,Nashik,2522
2025-12-01,tomato,Nashik,2590
2025-12-02,tomato,Nashik,2666
2025-12-03,tomato,Nashik,2703
2025-12-04,tomato,Nashik,2720
2025-12-05,tomato,Nashik,2668
2025-12-06,tomato,Nashik,2661
2025-12-07,tomato,Nashik,2645
2025-12-08,tomato,Nashik,2668
2025-12-09,tomato,Nashik,2592
2025-12-10,tomato,Nashik,2566
2025-12-11,tomato,Nashik,2594
2025-12-12,tomato,Nashik,2558
2025-12-13,tomato,Nashik,2511
2025-12-14,tomato,Nashik,2470
2025-12-15,tomato,Nashik,2460
2025-12-16,tomato,Nashik,2328
2025-12-17,tomato,Nashik,2290
2025-12-18,tomato,Nashik,2350
2025-12-19,tomato,Nashik,2373
2025-12-20,tomato,Nashik,2402
2025-12-21,tomato,Nashik,2302
2025-12-22,tomato,Nashik,2284
2025-12-23,tomato,Nashik,2282
2025-12-24,tomato,Nashik,2314
2025-12-25,tomato,Nashik,2383
2025-12-26,tomato,Nashik,2443
2025-12-27,tomato,Nashik,2414
2025-12-28,tomato,Nashik,2387
2025-12-29,tomato,Nashik,2473
2025-12-30,tomato,Nashik,2458
2025-12-31,tomato,Nashik,2401
2024-01-01,tomato,Delhi,2065
2024-01-02,tomato,Delhi,2063
2024-01-03,tomato,Delhi,2063
2024-01-04,tomato,Delhi,2052
2024-01-05,tomato,Delhi,2086
2024-01-06,tomato,Delhi,2051
2024-01-07,tomato,Delhi,2096
2024-01-08,tomato,Delhi,2079
2024-01-09,tomato,Delhi,1992
2024-01-10,tomato,Delhi,2099
2024-01-11,tomato,Delhi,2007
2024-01-12,tomato,Delhi,2065
2024-01-13,tomato,Delhi,2060
2024-01-14,tomato,Delhi,2067
2024-01-15,tomato,Delhi,2017
2024-01-16,tomato,Delhi,1992
2024-01-17,tomato,Delhi,2048
2024-01-18,tomato,Delhi,1983
2024-01-19,tomato,Delhi,1956
2024-01-20,tomato,Delhi,2029
2024-01-21,tomato,Delhi,1997
2024-01-22,tomato,Delhi,2004
2024-01-23,tomato,Delhi,2016
2024-01-24,tomato,Delhi,1966
2024-01-25,tomato,Delhi,1998
2024-01-26,tomato,Delhi,1999
2024-01-27,tomato,Delhi,1953
2024-01-28,tomato,Delhi,1998
2024-01-29,tomato,Delhi,2013
2024-01-30,tomato,Delhi,2013
2024-01-31,tomato,Delhi,1998
2024-02-01,tomato,Delhi,1910
2024-02-02,tomato,Delhi,1905
2024-02-03,tomato,Delhi,1768
2024-02-04,tomato,Delhi,1820
2024-02-05,tomato,Delhi,1751
2024-02-06,tomato,Delhi,1790
2024-02-07,tomato,Delhi,1705
2024-02-08,tomato,Delhi,1627
2024-02-09,tomato,Delhi,1585
2024-02-10,tomato,Delhi,1708
2024-02-11,tomato,Delhi,1684
2024-02-12,tomato,Delhi,1795
2024-02-13,tomato,Delhi,1829
2024-02-14,tomato,Delhi,1817
2024-02-15,tomato,Delhi,1832
2024-02-16,tomato,Delhi,1857
2024-02-17,tomato,Delhi,1889
2024-02-18,tomato,Delhi,1978
2024-02-19,tomato,Delhi,1987
2024-02-20,tomato,Delhi,2030
2024-02-21,tomato,Delhi,2158
2024-02-22,tomato,Delhi,2062
2024-02-23,tomato,Delhi,2058
2024-02-24,tomato,Delhi,2113
2024-02-25,tomato,Delhi,2028
2024-02-26,tomato,Delhi,1969
2024-02-27,tomato,Delhi,1913
2024-02-28,tomato,Delhi,1940
2024-02-29,tomato,Delhi,1977
2024-03-01,tomato,Delhi,1923
2024-03-02,tomato,Delhi,1954
2024-03-03,tomato,Delhi,1915
2024-03-04,tomato,Delhi,1998
2024-03-05,tomato,Delhi,2033
2024-03-06,tomato,Delhi,2082
2024-03-07,tomato,Delhi,2186
2024-03-08,tomato,Delhi,2233
2024-03-09,tomato,Delhi,2199
2024-03-10,tomato,Delhi,2209
2024-03-11,tomato,Delhi,2127
2024-03-12,tomato,Delhi,2059
2024-03-13,tomato,Delhi,2099
2024-03-14,tomato,Delhi,2208
2024-03-15,tomato,Delhi,2278
2024-03-16,tomato,Delhi,2301
2024-03-17,tomato,Delhi,2207
2024-03-18,tomato,Delhi,2217
2024-03-19,tomato,Delhi,2154
2024-03-20,tomato,Delhi,2180
2024-03-21,tomato,Delhi,2097
2024-03-22,tomato,Delhi,2109
2024-03-23,tomato,Delhi,2077
2024-03-24,tomato,Delhi,2083
2024-03-25,tomato,Delhi,2050
2024-03-26,tomato,Delhi,1951
2024-03-27,tomato,Delhi,2017
2024-03-28,tomato,Delhi,1999
2024-03-29,tomato,Delhi,1972
2024-03-30,tomato,Delhi,1963
2024-03-31,tomato,Delhi,1922
2024-04-01,tomato,Delhi,1880
2024-04-02,tomato,Delhi,1972
2024-04-03,tomato,Delhi,1977
2024-04-04,tomato,Delhi,1949
2024-04-05,tomato,Delhi,1843
2024-04-06,tomato,Delhi,1810
2024-04-07,tomato,Delhi,1748
2024-04-08,tomato,Delhi,1721
2024-04-09,tomato,Delhi,1817
2024-04-10,tomato,Delhi,1907
2024-04-11,tomato,Delhi,1890
2024-04-12,tomato,Delhi,1845
2024-04-13,tomato,Delhi,1881
2024-04-14,tomato,Delhi,1952
2024-04-15,tomato,Delhi,1933
2024-04-16,tomato,Delhi,2061
2024-04-17,tomato,Delhi,2025
2024-04-18,tomato,Delhi,2001
2024-04-19,tomato,Delhi,1989
2024-04-20,tomato,Delhi,1966
2024-04-21,tomato,Delhi,1891
2024-04-22,tomato,Delhi,1939
2024-04-23,tomato,Delhi,1919
2024-04-24,tomato,Delhi,2054
2024-04-25,tomato,Delhi,2101
2024-04-26,tomato,Delhi,2120
2024-04-27,tomato,Delhi,2241
2024-04-28,tomato,Delhi,2284
2024-04-29,tomato,Delhi,2326
2024-04-30,tomato,Delhi,2281
2024-05-01,tomato,Delhi,2263
2024-05-02,tomato,Delhi,2324
2024-05-03,tomato,Delhi,2373
2024-05-04,tomato,Delhi,2332
2024-05-05,tomato,Delhi,2478
2024-05-06,tomato,Delhi,2462
2024-05-07,tomato,Delhi,2533
2024-05-08,tomato,Delhi,2547
2024-05-09,tomato,Delhi,2573
2024-05-10,tomato,Delhi,2548
2024-05-11,tomato,Delhi,2558
2024-05-12,tomato,Delhi,2456
2024-05-13,tomato,Delhi,2523
2024-05-14,tomato,Delhi,2567
2024-05-15,tomato,Delhi,2682
2024-05-16,tomato,Delhi,2683
2024-05-17,tomato,Delhi,2616
2024-05-18,tomato,Delhi,2708
2024-05-19,tomato,Delhi,2687
2024-05-20,tomato,Delhi,2455
2024-05-21,tomato,Delhi,2483
2024-05-22,tomato,Delhi,2539
2024-05-23,tomato,Delhi,2612
2024-05-24,tomato,Delhi,2551
2024-05-25,tomato,Delhi,2579
2024-05-26,tomato,Delhi,2612
2024-05-27,tomato,Delhi,2647
2024-05-28,tomato,Delhi,2604
2024-05-29,tomato,Delhi,2623
2024-05-30,tomato,Delhi,2689
2024-05-31,tomato,Delhi,2565
2024-06-01,tomato,Delhi,2560
2024-06-02,tomato,Delhi,2619
2024-06-03,tomato,Delhi,2717
2024-06-04,tomato,Delhi,2811
2024-06-05,tomato,Delhi,2867
2024-06-06,tomato,Delhi,2981
2024-06-07,tomato,Delhi,3038
2024-06-08,tomato,Delhi,2885
2024-06-09,tomato,Delhi,2852
2024-06-10,tomato,Delhi,2938
2024-06-11,tomato,Delhi,2900
2024-06-12,tomato,Delhi,2978
2024-06-13,tomato,Delhi,3022
2024-06-14,tomato,Delhi,3137
2024-06-15,tomato,Delhi,3105
2024-06-16,tomato,Delhi,2983
2024-06-17,tomato,Delhi,2964
2024-06-18,tomato,Delhi,2868
2024-06-19,tomato,Delhi,2834
2024-06-20,tomato,Delhi,2650
2024-06-21,tomato,Delhi,2646
2024-06-22,tomato,Delhi,2669
2024-06-23,tomato,Delhi,2695
2024-06-24,tomato,Delhi,2753
2024-06-25,tomato,Delhi,2768
2024-06-26,tomato,Delhi,2722
2024-06-27,tomato,Delhi,2796
2024-06-28,tomato,Delhi,2836
2024-06-29,tomato,Delhi,2827
2024-06-30,tomato,Delhi,2815
2024-07-01,tomato,Delhi,2770
2024-07-02,tomato,Delhi,2847
2024-07-03,tomato,Delhi,2844
2024-07-04,tomato,Delhi,2895
2024-07-05,tomato,Delhi,2763
2024-07-06,tomato,Delhi,2767
2024-07-07,tomato,Delhi,2780
2024-07-08,tomato,Delhi,2700
2024-07-09,tomato,Delhi,2648
2024-07-10,tomato,Delhi,2690
2024-07-11,tomato,Delhi,2724
2024-07-12,tomato,Delhi,2738
2024-07-13,tomato,Delhi,2816
2024-07-14,tomato,Delhi,2847
2024-07-15,tomato,Delhi,2931
2024-07-16,tomato,Delhi,2869
2024-07-17,tomato,Delhi,2879
2024-07-18,tomato,Delhi,2880
2024-07-19,tomato,Delhi,2798
2024-07-20,tomato,Delhi,2906
2024-07-21,tomato,Delhi,2872
2024-07-22,tomato,Delhi,2892
2024-07-23,tomato,Delhi,2856
2024-07-24,tomato,Delhi,2924
2024-07-25,tomato,Delhi,2903
2024-07-26,tomato,Delhi,2881
2024-07-27,tomato,Delhi,2878
2024-07-28,tomato,Delhi,2879
2024-07-29,tomato,Delhi,2839
2024-07-30,tomato,Delhi,2785
2024-07-31,tomato,Delhi,2746
2024-08-01,tomato,Delhi,2732
2024-08-02,tomato,Delhi,2745
2024-08-03,tomato,Delhi,2714
2024-08-04,tomato,Delhi,2638
2024-08-05,tomato,Delhi,2556
2024-08-06,tomato,Delhi,2494
2024-08-07,tomato,Delhi,2511
2024-08-08,tomato,Delhi,2562
2024-08-09,tomato,Delhi,2488
2024-08-10,tomato,Delhi,2511
2024-08-11,tomato,Delhi,2531
2024-08-12,tomato,Delhi,2644
2024-08-13,tomato,Delhi,2788
2024-08-14,tomato,Delhi,2852
2024-08-15,tomato,Delhi,2893
2024-08-16,tomato,Delhi,2923
2024-08-17,tomato,Delhi,2873
2024-08-18,tomato,Delhi,2797
2024-08-19,tomato,Delhi,2694
2024-08-20,tomato,Delhi,2701
2024-08-21,tomato,Delhi,2650
2024-08-22,tomato,Delhi,2697
2024-08-23,tomato,Delhi,2622
2024-08-24,tomato,Delhi,2635
2024-08-25,tomato,Delhi,2584
2024-08-26,tomato,Delhi,2493
2024-08-27,tomato,Delhi,2438
2024-08-28,tomato,Delhi,2394
2024-08-29,tomato,Delhi,2390
2024-08-30,tomato,Delhi,2349
2024-08-31,tomato,Delhi,2287
2024-09-01,tomato,Delhi,2234
2024-09-02,tomato,Delhi,1994
2024-09-03,tomato,Delhi,1967
2024-09-04,tomato,Delhi,1967
2024-09-05,tomato,Delhi,1938
2024-09-06,tomato,Delhi,1949
2024-09-07,tomato,Delhi,2008
2024-09-08,tomato,Delhi,2074
2024-09-09,tomato,Delhi,2135
2024-09-10,tomato,Delhi,2094
2024-09-11,tomato,Delhi,2033
2024-09-12,tomato,Delhi,1996
2024-09-13,tomato,Delhi,2033
2024-09-14,tomato,Delhi,2051
2024-09-15,tomato,Delhi,2002
2024-09-16,tomato,Delhi,2069
2024-09-17,tomato,Delhi,1997
2024-09-18,tomato,Delhi,1963
2024-09-19,tomato,Delhi,1976
2024-09-20,tomato,Delhi,2028
2024-09-21,tomato,Delhi,2101
2024-09-22,tomato,Delhi,2120
2024-09-23,tomato,Delhi,2041
2024-09-24,tomato,Delhi,2108
2024-09-25,tomato,Delhi,2041
2024-09-26,tomato,Delhi,2011
2024-09-27,tomato,Delhi,1948
2024-09-28,tomato,Delhi,1942
2024-09-29,tomato,Delhi,1877
2024-09-30,tomato,Delhi,1907
2024-10-01,tomato,Delhi,1934
2024-10-02,tomato,Delhi,1982
2024-10-03,tomato,Delhi,2001
2024-10-04,tomato,Delhi,2016
2024-10-05,tomato,Delhi,1954
2024-10-06,tomato,Delhi,1912
2024-10-07,tomato,Delhi,1906
2024-10-08,tomato,Delhi,1906
2024-10-09,tomato,Delhi,1885
2024-10-10,tomato,Delhi,1922
2024-10-11,tomato,Delhi,2071
2024-10-12,tomato,Delhi,2098
2024-10-13,tomato,Delhi,2057
2024-10-14,tomato,Delhi,2108
2024-10-15,tomato,Delhi,2070
2024-10-16,tomato,Delhi,2094
2024-10-17,tomato,Delhi,2126
2024-10-18,tomato,Delhi,2143
2024-10-19,tomato,Delhi,2107
2024-10-20,tomato,Delhi,2114
2024-10-21,tomato,Delhi,2084
2024-10-22,tomato,Delhi,2054
2024-10-23,tomato,Delhi,1951
2024-10-24,tomato,Delhi,1945
2024-10-25,tomato,Delhi,2086
2024-10-26,tomato,Delhi,1929
2024-10-27,tomato,Delhi,1790
2024-10-28,tomato,Delhi,1796
2024-10-29,tomato,Delhi,1847
2024-10-30,tomato,Delhi,1764
2024-10-31,tomato,Delhi,1781
2024-11-01,tomato,Delhi,1774
2024-11-02,tomato,Delhi,1738
2024-11-03,tomato,Delhi,1766
2024-11-04,tomato,Delhi,1705
2024-11-05,tomato,Delhi,1773
2024-11-06,tomato,Delhi,1655
2024-11-07,tomato,Delhi,1653
2024-11-08,tomato,Delhi,1663
2024-11-09,tomato,Delhi,1657
2024-11-10,tomato,Delhi,1628
2024-11-11,tomato,Delhi,1672
2024-11-12,tomato,Delhi,1649
2024-11-13,tomato,Delhi,1557
2024-11-14,tomato,Delhi,1517
2024-11-15,tomato,Delhi,1527
2024-11-16,tomato,Delhi,1497
2024-11-17,tomato,Delhi,1480
2024-11-18,tomato,Delhi,1534
2024-11-19,tomato,Delhi,1500
2024-11-20,tomato,Delhi,1498
2024-11-21,tomato,Delhi,1490
2024-11-22,tomato,Delhi,1563
2024-11-23,tomato,Delhi,1571
2024-11-24,tomato,Delhi,1627
2024-11-25,tomato,Delhi,1586
2024-11-26,tomato,Delhi,1702
2024-11-27,tomato,Delhi,1760
2024-11-28,tomato,Delhi,1870
2024-11-29,tomato,Delhi,1888
2024-11-30,tomato,Delhi,1854
2024-12-01,tomato,Delhi,1845
2024-12-02,tomato,Delhi,1863
2024-12-03,tomato,Delhi,1881
2024-12-04,tomato,Delhi,1860
2024-12-05,tomato,Delhi,1864
2024-12-06,tomato,Delhi,1886
2024-12-07,tomato,Delhi,1839
2024-12-08,tomato,Delhi,1821
2024-12-09,tomato,Delhi,1911
2024-12-10,tomato,Delhi,1993
2024-12-11,tomato,Delhi,1948
2024-12-12,tomato,Delhi,2074
2024-12-13,tomato,Delhi,2029
2024-12-14,tomato,Delhi,2060
2024-12-15,tomato,Delhi,2150
2024-12-16,tomato,Delhi,2105
2024-12-17,tomato,Delhi,2039
2024-12-18,tomato,Delhi,2076
2024-12-19,tomato,Delhi,2077
2024-12-20,tomato,Delhi,2060
2024-12-21,tomato,Delhi,1979
2024-12-22,tomato,Delhi,2069
2024-12-23,tomato,Delhi,2091
2024-12-24,tomato,Delhi,2140
2024-12-25,tomato,Delhi,2220
2024-12-26,tomato,Delhi,2115
2024-12-27,tomato,Delhi,2132
2024-12-28,tomato,Delhi,2041
2024-12-29,tomato,Delhi,2095
2024-12-30,tomato,Delhi,2186
2024-12-31,tomato,Delhi,2186
2025-01-01,tomato,Delhi,2182
2025-01-02,tomato,Delhi,2224
2025-01-03,tomato,Delhi,2260
2025-01-04,tomato,Delhi,2252
2025-01-05,tomato,Delhi,2303
2025-01-06,tomato,Delhi,2293
2025-01-07,tomato,Delhi,2319
2025-01-08,tomato,Delhi,2244
2025-01-09,tomato,Delhi,2323
2025-01-10,tomato,Delhi,2273
2025-01-11,tomato,Delhi,2299
2025-01-12,tomato,Delhi,2233
2025-01-13,tomato,Delhi,2210
2025-01-14,tomato,Delhi,2183
2025-01-15,tomato,Delhi,2222
2025-01-16,tomato,Delhi,2321
2025-01-17,tomato,Delhi,2278
2025-01-18,tomato,Delhi,2226
2025-01-19,tomato,Delhi,2297
2025-01-20,tomato,Delhi,2257
2025-01-21,tomato,Delhi,2410
2025-01-22,tomato,Delhi,2348
2025-01-23,tomato,Delhi,2400
2025-01-24,tomato,Delhi,2307
2025-01-25,tomato,Delhi,2247
2025-01-26,tomato,Delhi,2190
2025-01-27,tomato,Delhi,2157
2025-01-28,tomato,Delhi,2215
2025-01-29,tomato,Delhi,2218
2025-01-30,tomato,Delhi,2295
2025-01-31,tomato,Delhi,2352
2025-02-01,tomato,Delhi,2293
2025-02-02,tomato,Delhi,2292
2025-02-03,tomato,Delhi,2374
2025-02-04,tomato,Delhi,2325
2025-02-05,tomato,Delhi,2366
2025-02-06,tomato,Delhi,2324
2025-02-07,tomato,Delhi,2268
2025-02-08,tomato,Delhi,2254
2025-02-09,tomato,Delhi,2188
2025-02-10,tomato,Delhi,2271
2025-02-11,tomato,Delhi,2096
2025-02-12,tomato,Delhi,2133
2025-02-13,tomato,Delhi,2170
2025-02-14,tomato,Delhi,2145
2025-02-15,tomato,Delhi,2022
2025-02-16,tomato,Delhi,2055
2025-02-17,tomato,Delhi,2030
2025-02-18,tomato,Delhi,1994
2025-02-19,tomato,Delhi,2074
2025-02-20,tomato,Delhi,2171
2025-02-21,tomato,Delhi,2143
2025-02-22,tomato,Delhi,2097
2025-02-23,tomato,Delhi,1925
2025-02-24,tomato,Delhi,1826
2025-02-25,tomato,Delhi,1780
2025-02-26,tomato,Delhi,1852
2025-02-27,tomato,Delhi,1884
2025-02-28,tomato,Delhi,1954
2025-03-01,tomato,Delhi,2001
2025-03-02,tomato,Delhi,2005
2025-03-03,tomato,Delhi,2013
2025-03-04,tomato,Delhi,2051
2025-03-05,tomato,Delhi,2039
2025-03-06,tomato,Delhi,2062
2025-03-07,tomato,Delhi,2088
2025-03-08,tomato,Delhi,2106
2025-03-09,tomato,Delhi,2072
2025-03-10,tomato,Delhi,2159
2025-03-11,tomato,Delhi,2246
2025-03-12,tomato,Delhi,2168
2025-03-13,tomato,Delhi,2041
2025-03-14,tomato,Delhi,2015
2025-03-15,tomato,Delhi,1966
2025-03-16,tomato,Delhi,1863
2025-03-17,tomato,Delhi,1840
2025-03-18,tomato,Delhi,1933
2025-03-19,tomato,Delhi,1963
2025-03-20,tomato,Delhi,2017
2025-03-21,tomato,Delhi,2103
2025-03-22,tomato,Delhi,2153
2025-03-23,tomato,Delhi,2144
2025-03-24,tomato,Delhi,2219
2025-03-25,tomato,Delhi,2169
2025-03-26,tomato,Delhi,2073
2025-03-27,tomato,Delhi,2163
2025-03-28,tomato,Delhi,2262
2025-03-29,tomato,Delhi,2236
2025-03-30,tomato,Delhi,2203
2025-03-31,tomato,Delhi,2239
2025-04-01,tomato,Delhi,2169
2025-04-02,tomato,Delhi,2154
2025-04-03,tomato,Delhi,2169
2025-04-04,tomato,Delhi,2125
2025-04-05,tomato,Delhi,2195
2025-04-06,tomato,Delhi,2211
2025-04-07,tomato,Delhi,2202
2025-04-08,tomato,Delhi,2264
2025-04-09,tomato,Delhi,2274
2025-04-10,tomato,Delhi,2227
2025-04-11,tomato,Delhi,2307
2025-04-12,tomato,Delhi,2305
2025-04-13,tomato,Delhi,2092
2025-04-14,tomato,Delhi,2109
2025-04-15,tomato,Delhi,1986
2025-04-16,tomato,Delhi,2118
2025-04-17,tomato,Delhi,2140
2025-04-18,tomato,Delhi,2162
2025-04-19,tomato,Delhi,2208
2025-04-20,tomato,Delhi,2093
2025-04-21,tomato,Delhi,2117
2025-04-22,tomato,Delhi,2050
2025-04-23,tomato,Delhi,2023
2025-04-24,tomato,Delhi,2049
2025-04-25,tomato,Delhi,2011
2025-04-26,tomato,Delhi,1887
2025-04-27,tomato,Delhi,1915
2025-04-28,tomato,Delhi,1959
2025-04-29,tomato,Delhi,1886
2025-04-30,tomato,Delhi,1834
2025-05-01,tomato,Delhi,1819
2025-05-02,tomato,Delhi,1939
2025-05-03,tomato,Delhi,2046
2025-05-04,tomato,Delhi,2113
2025-05-05,tomato,Delhi,2242
2025-05-06,tomato,Delhi,2308
2025-05-07,tomato,Delhi,2323
2025-05-08,tomato,Delhi,2249
2025-05-09,tomato,Delhi,2136
2025-05-10,tomato,Delhi,2102
2025-05-11,tomato,Delhi,2111
2025-05-12,tomato,Delhi,2254
2025-05-13,tomato,Delhi,2236
2025-05-14,tomato,Delhi,2243
2025-05-15,tomato,Delhi,2261
2025-05-16,tomato,Delhi,2271
2025-05-17,tomato,Delhi,2380
2025-05-18,tomato,Delhi,2461
2025-05-19,tomato,Delhi,2458
2025-05-20,tomato,Delhi,2414
2025-05-21,tomato,Delhi,2374
2025-05-22,tomato,Delhi,2372
2025-05-23,tomato,Delhi,2323
2025-05-24,tomato,Delhi,2377
2025-05-25,tomato,Delhi,2330
2025-05-26,tomato,Delhi,2424
2025-05-27,tomato,Delhi,2464
2025-05-28,tomato,Delhi,2377
2025-05-29,tomato,Delhi,2466
2025-05-30,tomato,Delhi,2377
2025-05-31,tomato,Delhi,2475
2025-06-01,tomato,Delhi,2518
2025-06-02,tomato,Delhi,2657
2025-06-03,tomato,Delhi,2490
2025-06-04,tomato,Delhi,2495
2025-06-05,tomato,Delhi,2488
2025-06-06,tomato,Delhi,2444
2025-06-07,tomato,Delhi,2502
2025-06-08,tomato,Delhi,2477
2025-06-09,tomato,Delhi,2564
2025-06-10,tomato,Delhi,2500
2025-06-11,tomato,Delhi,2373
2025-06-12,tomato,Delhi,2320
2025-06-13,tomato,Delhi,2352
2025-06-14,tomato,Delhi,2411
2025-06-15,tomato,Delhi,2345
2025-06-16,tomato,Delhi,2373
2025-06-17,tomato,Delhi,2390
2025-06-18,tomato,Delhi,2398
2025-06-19,tomato,Delhi,2505
